"index","name_occup_de","class_1","class_2","class_3","class_4"
"9329","Hilfsarbeiter bei der Herstellung von Waren, anderweitig nicht genannt","9","93","932","9329"
"933","Hilfsarbeiter in Transport und Lagerei","9","93","933",NA
"9330","Hilfsarbeiter in Transport und Lagerei, onA","9","93","933","9330"
"9331","Führer von Handwagen und pedalbetriebenen Fahrzeugen","9","93","933","9331"
"9332","Führer von Fahrzeugen und Maschinen mit Zugtierantrieb","9","93","933","9332"
"9333","Frachtarbeiter und verwandte Berufe","9","93","933","9333"
"9334","Regalbetreuer und -auffüller","9","93","933","9334"
"94","Hilfskräfte in der Nahrungsmittelzubereitung","9","94",NA,NA
"941","Hilfskräfte in der Nahrungsmittelzubereitung","9","94","941",NA
"9410","Hilfskräfte in der Nahrungsmittelzubereitung, onA","9","94","941","9410"
"9411","Zubereiter von Fast Food und anderen Imbissen","9","94","941","9411"
"9412","Küchenhilfen","9","94","941","9412"
"95","Strassenhändler und auf der Strasse arbeitende Dienstleistungskräfte","9","95",NA,NA
"950","Strassenhändler und auf der Strasse arbeitende Dienstleistungskräfte, onA","9","95","950",NA
"9500","Strassenhändler und auf der Strasse arbeitende Dienstleistungskräfte, onA","9","95","950","9500"
"951","Auf der Strasse arbeitende Dienstleistungskräfte und verwandte Berufe","9","95","951",NA
"9510","Auf der Strasse arbeitende Dienstleistungskräfte und verwandte Berufe","9","95","951","9510"
"952","Strassenverkäufer (ohne Lebensmittel)","9","95","952",NA
"9520","Strassenverkäufer (ohne Lebensmittel)","9","95","952","9520"
"96","Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte","9","96",NA,NA
"960","Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte, onA","9","96","960",NA
"9600","Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte, onA","9","96","960","9600"
"961","Abfallentsorgungsarbeiter","9","96","961",NA
"9610","Abfallentsorgungsarbeiter, onA","9","96","961","9610"
"9611","Arbeiter in der Abfall- und Wertstoffsammlung","9","96","961","9611"
"9612","Arbeiter in der Abfallsortierung","9","96","961","9612"
"9613","Strassenkehrer und verwandte Berufe","9","96","961","9613"
"962","Sonstige Hilfsarbeitskräfte","9","96","962",NA
"9620","Sonstige Hilfsarbeitskräfte, onA","9","96","962","9620"
"9621","Boten, Paketauslieferer und Gepäckträger","9","96","962","9621"
"9622","Gelegenheitsarbeiter","9","96","962","9622"
"9623","Zählerableser, Automatenbefüller und -kassierer","9","96","962","9623"
"9624","Wasserträger und Brennholzsammler","9","96","962","9624"
"9629","Hilfsarbeitskräfte, anderweitig nicht genannt","9","96","962","9629"
"-999","Keine Zuweisung möglich","9","96","999","-999"
